rank,instruction,frequency,avg_time,avg_energy
0,forward,600,0.024753272533416748,4.512376889586449
0,forward,585,0.024267971515655518,9.528146911412477
0,forward,570,0.024751126766204834,3.871456414461136
0,forward,540,0.025693833827972412,4.414250001311302
0,forward,525,0.026544630527496338,17.97328081354499
0,forward,510,0.0264054536819458,1.8865826204419136
0,forward,495,0.02434903383255005,8.828992456197739
0,forward,450,0.02408546209335327,6.692058488726616
0,forward,435,0.025349318981170654,0.08467644266784191
0,forward,420,0.025957584381103516,5.217249998822808
0,forward,405,0.024096190929412842,19.19488933123648
0,forward,390,0.18400096893310547,19.99760320968926
0,forward,375,0.021270573139190674,1.743692621588707
0,forward,360,0.023199498653411865,9.564284596592188
0,forward,345,0.024187982082366943,9.92900201305747
0,forward,315,0.022800683975219727,1.187209458090365
0,forward,300,0.024206101894378662,19.00761098973453
0,forward,270,0.025364577770233154,1.8156683593988419
0,forward,240,0.026080071926116943,4.093000000342727
0,forward,225,0.025114119052886963,16.11945540457964
0,forward,210,0.023609161376953125,2.119667151942849
3,backward,1725,0.024608969688415527,15.564802020788193
3,backward,1695,0.021993279457092285,0.033699655905365944
3,backward,1680,0.02247709035873413,14.179528398439288
3,backward,1650,0.022532105445861816,23.487911712378263
3,backward,1590,0.021382272243499756,23.465014489367604
3,backward,1545,0.02207106351852417,4.457911120727658
3,backward,1500,0.024739325046539307,6.527871962636709
3,backward,1485,0.02233344316482544,19.195190481841564
3,backward,1440,0.022708773612976074,22.363841503858566
3,backward,1410,0.023520231246948242,25.51257028989494
3,backward,1365,0.024074137210845947,25.39722975715995
3,backward,1320,0.02282816171646118,20.624627446755767
3,backward,1275,0.022162199020385742,26.6444749571383
3,backward,1230,0.02388972043991089,18.244926588609815
3,backward,1185,0.025873839855194092,2.523607660084963
3,backward,1170,0.028511226177215576,26.26328034698963
3,backward,1140,0.02759718894958496,27.02974999882281
3,backward,1095,0.027162551879882812,19.944037416949868
3,backward,1080,0.024985432624816895,17.538843628019094
3,backward,1050,0.023935914039611816,1.0963377468287945
3,backward,1035,0.02357238531112671,19.011224631220102
3,backward,1005,0.024285733699798584,7.847002459689975
3,backward,990,0.024295508861541748,0.5651474762707949
3,backward,960,0.023963630199432373,8.125554952770472
3,backward,945,0.024205446243286133,2.6001286935061216
3,backward,915,0.02408730983734131,19.75228384323418
3,backward,900,0.024014949798583984,7.022832630202174
3,backward,870,0.025051891803741455,3.653071589767933
3,backward,855,0.024303913116455078,4.711632942780852
3,backward,840,0.024597108364105225,9.698569804430008
3,backward,795,0.024332404136657715,7.136707566678524
3,backward,780,0.02467632293701172,10.382078157737851
3,backward,750,0.024206936359405518,2.501805482432246
3,backward,735,0.02754753828048706,0.7941862437874079
3,backward,690,0.025083422660827637,26.43724999949336
3,backward,645,0.023969650268554688,25.96261248923838
3,backward,600,0.025070369243621826,23.463642362505198
3,backward,585,0.024626612663269043,0.4051527827978134
3,backward,555,0.024489521980285645,26.22600000165403
3,backward,510,0.023604750633239746,4.857863394543529
3,backward,480,0.024641454219818115,13.16479674167931
3,backward,465,0.02398890256881714,10.882489293813705
3,backward,420,0.025336384773254395,22.331560952588916
3,backward,285,0.02368950843811035,16.74757263623178
3,backward,240,0.023992955684661865,20.315691746771336
3,backward,210,0.0251045823097229,1.3353109173476696
3,forward,1725,0.025273382663726807,10.017238900065422
3,forward,1695,0.024642646312713623,5.86174999922514
3,forward,1680,0.025354743003845215,19.709221744909883
3,forward,1650,0.025198936462402344,14.089309498667717
3,forward,1620,0.02433377504348755,5.787499999627471
3,forward,1590,0.02566659450531006,22.447499999776483
3,forward,1545,0.02595984935760498,10.314435582607985
3,forward,1530,0.027039408683776855,10.722129495814443
3,forward,1500,0.032603681087493896,1.7302954457700253
3,forward,1485,0.031198978424072266,23.036368116736412
3,forward,1455,0.023935258388519287,0.6348012313246727
3,forward,1440,0.023884713649749756,17.768435886129737
3,forward,1410,0.02483391761779785,27.605999996885657
3,forward,1380,0.026887953281402588,1.5396588332951069
3,forward,1365,0.0266837477684021,12.779068684205413
3,forward,1320,0.02528095245361328,28.74324999935925
3,forward,1275,0.024847567081451416,26.929500000551343
3,forward,1245,0.025203466415405273,5.6957499999552965
3,forward,1230,0.02418816089630127,20.267230808734894
3,forward,1185,0.025269031524658203,5.11789083480835
3,forward,1170,0.026432514190673828,27.177499996498227
3,forward,1140,0.02710360288619995,27.190750000998378
3,forward,1095,0.028854310512542725,13.375841138884425
3,forward,1080,0.03168380260467529,26.892500000074506
3,forward,1035,0.027905046939849854,18.721951209008694
3,forward,990,0.02743321657180786,15.45609655417502
3,forward,960,0.02738165855407715,2.941556766629219
3,forward,945,0.027497589588165283,14.898941617459059
3,forward,915,0.02921736240386963,15.013156628236175
3,forward,900,0.029654979705810547,24.007223058491945
3,forward,870,0.029540836811065674,9.428312383592129
3,forward,855,0.026697993278503418,11.953033028170466
3,forward,840,0.0265657901763916,0.2121572084724903
3,forward,825,0.0279543399810791,17.330609161406755
3,forward,780,0.02809596061706543,25.88289200142026
3,forward,750,0.027364134788513184,5.041652154177427
3,forward,735,0.029198646545410156,23.18608718365431
3,forward,690,0.027300357818603516,26.99574999883771
3,forward,645,0.02704322338104248,22.34074999950826
3,forward,600,0.028397679328918457,26.927750002592802
3,forward,555,0.029210329055786133,26.997749999165535
3,forward,540,0.027875244617462158,5.898149179294705
3,forward,510,0.028288602828979492,16.964228305965662
3,forward,480,0.1452481746673584,38.17750000022352
3,forward,465,0.027044236660003662,13.644374964758754
3,forward,420,0.026351332664489746,27.328999999910593
3,forward,375,0.10580915212631226,12.491199113428593
3,forward,360,0.02402248978614807,8.319052280858159
3,forward,345,0.026003241539001465,2.8911996176466346
3,forward,330,0.022766411304473877,14.643495194613934
3,forward,315,0.023506760597229004,2.845300449989736
3,forward,285,0.02641773223876953,23.44149179942906
3,forward,270,0.027104556560516357,4.168135680258274
3,forward,240,0.02682650089263916,27.644249999895692
3,forward,210,0.028282344341278076,0.225300882011652
2,backward,1740,0.02450263500213623,6.28613898716867
2,backward,1710,0.025191783905029297,0.7776605151593685
2,backward,1695,0.023161888122558594,3.755689349025488
2,backward,1680,0.023214101791381836,7.389447597786784
2,backward,1665,0.02257472276687622,1.8871049471199512
2,backward,1620,0.022850096225738525,3.955684518441558
2,backward,1605,0.023476839065551758,20.130499999970198
2,backward,1590,0.02392643690109253,6.738500000908971
2,backward,1575,0.02367311716079712,20.1235000025481
2,backward,1560,0.023119986057281494,6.697000000625849
2,backward,1530,0.022336304187774658,20.53099999949336
2,backward,1515,0.023274242877960205,6.734000001102686
2,backward,1485,0.02277827262878418,3.060487536713481
2,backward,1470,0.022856056690216064,4.986035166308284
2,backward,1440,0.023196697235107422,4.744099970906973
2,backward,1425,0.02205425500869751,0.2908893581479788
2,backward,1350,0.023197054862976074,5.500760570168495
2,backward,1335,0.023531973361968994,1.6681874878704548
2,backward,1305,0.023026466369628906,4.511914052069187
2,backward,1260,0.02160966396331787,7.653531488031149
2,backward,1230,0.023544251918792725,3.371238637715578
2,backward,1215,0.02237612009048462,0.22475535236299038
2,backward,1140,0.02455812692642212,0.1276369597762823
2,backward,1125,0.023183166980743408,4.212721902877092
2,backward,1080,0.02252119779586792,9.5802419539541
2,backward,1065,0.021649420261383057,3.0162933748215437
2,backward,1035,0.02116990089416504,15.104450957849622
2,backward,1020,0.02294301986694336,5.180966066196561
2,backward,990,0.023016750812530518,16.92121898382902
2,backward,975,0.022056639194488525,5.536809710785747
2,backward,945,0.02295619249343872,19.85092694684863
2,backward,930,0.023150146007537842,6.735750000923872
2,backward,900,0.022994518280029297,16.767796093598008
2,backward,885,0.02196526527404785,6.58500000089407
2,backward,855,0.02249521017074585,18.02771258354187
2,backward,840,0.023132264614105225,6.704749999567866
2,backward,825,0.02208489179611206,13.525249999016523
2,backward,810,0.02296757698059082,6.811750000342727
2,backward,780,0.022615134716033936,6.739395407959819
2,backward,765,0.022354602813720703,6.785381190478802
2,backward,735,0.022202491760253906,17.228141464293003
2,backward,720,0.02339768409729004,6.9355524238199
2,backward,675,0.02279287576675415,4.62755231000483
2,backward,660,0.023315489292144775,1.3183854799717665
2,backward,630,0.02212435007095337,14.977570090442896
2,backward,615,0.02172541618347168,5.0423506908118725
2,backward,600,0.021649301052093506,6.155633199959993
2,backward,585,0.022143065929412842,5.3287412840873
2,backward,570,0.022613704204559326,3.0249413680285215
2,backward,540,0.024283230304718018,20.281000001356006
2,backward,525,0.022521138191223145,6.916000001132488
2,backward,450,0.022240757942199707,9.963423274457455
2,backward,435,0.022450149059295654,2.6204803828150034
2,backward,270,0.021406710147857666,14.382308520376682
2,backward,255,0.021994292736053467,6.53800000064075
2,backward,240,0.022028744220733643,0.6643619611859322
2,backward,225,0.022159814834594727,1.0201495084911585
2,forward,1710,0.02692234516143799,23.90681967139244
2,forward,1680,0.024982154369354248,12.917273964732885
2,forward,1635,0.025069832801818848,15.93814454227686
2,forward,1605,0.026136577129364014,27.460249999538064
2,forward,1590,0.025578618049621582,4.23424999974668
2,forward,1575,0.024667739868164062,25.850227143615484
2,forward,1560,0.025770246982574463,0.013819241896271706
2,forward,1530,0.024369418621063232,27.54975000023842
2,forward,1485,0.025619685649871826,5.562032461166382
2,forward,1470,0.024590134620666504,12.133448356762528
2,forward,1440,0.030615806579589844,6.0732699278742075
2,forward,1395,0.02592092752456665,18.509628165513277
2,forward,1350,0.024494528770446777,26.70975000038743
2,forward,1305,0.027711868286132812,26.050904382020235
2,forward,1260,0.024872958660125732,13.805111797526479
2,forward,1230,0.025110065937042236,0.11886771209537983
2,forward,1215,0.026308774948120117,6.868361931294203
2,forward,1140,0.025058507919311523,5.808000000193715
2,forward,1125,0.02522355318069458,26.2635000012815
2,forward,1080,0.024713993072509766,11.978864720091224
2,forward,1065,0.0238533616065979,0.8279857039451599
2,forward,1035,0.023713111877441406,21.33419830352068
2,forward,1020,0.028155386447906494,1.8998099155724049
2,forward,990,0.024850070476531982,12.717382105067372
2,forward,975,0.024696171283721924,2.7448294535279274
2,forward,945,0.025533318519592285,19.401376489549875
2,forward,900,0.02579134702682495,25.076352639123797
2,forward,855,0.024606823921203613,25.987367320805788
2,forward,825,0.02479618787765503,26.93176608160138
2,forward,780,0.025014817714691162,7.0200385004282
2,forward,735,0.024032533168792725,27.59400000050664
2,forward,720,0.02584737539291382,8.33398717455566
2,forward,675,0.023617327213287354,22.829084642231464
2,forward,645,0.024000346660614014,5.516000000759959
2,forward,630,0.024392008781433105,26.51383228227496
2,forward,600,0.023707985877990723,4.8826047424227
2,forward,585,0.023994743824005127,18.6392702460289
2,forward,555,0.026982128620147705,5.3614999987185
2,forward,540,0.024586379528045654,24.589676562696695
2,forward,480,0.025118649005889893,4.051387421786785
2,forward,450,0.023923039436340332,27.1014561355114
2,forward,405,0.024972379207611084,3.0201347284018993
2,forward,375,0.12303931372506278,9.705730611724514
2,forward,360,0.021160513162612915,6.860162296332419
2,forward,345,0.021978139877319336,2.3810929749161005
2,forward,330,0.02137318253517151,6.027669446542859
2,forward,300,0.02454686164855957,3.6107456192374228
2,forward,270,0.024014174938201904,26.841201605275273
2,forward,240,0.025108635425567627,1.253076495602727
1,backward,1725,0.022351741790771484,3.091006636619568
1,backward,1680,0.022279441356658936,22.513419650495052
1,backward,1650,0.022474348545074463,11.115413287654519
1,backward,1605,0.022729992866516113,1.4538215138018131
1,backward,1590,0.02242577075958252,16.879069097340107
1,backward,1545,0.021898090839385986,4.699604040011764
1,backward,1500,0.022166788578033447,1.3436551820486784
1,backward,1485,0.022819221019744873,22.897723112255335
1,backward,1440,0.021994709968566895,22.761681396514177
1,backward,1410,0.022026479244232178,21.86932478658855
1,backward,1365,0.02237999439239502,20.333150383085012
1,backward,1320,0.022065699100494385,21.02406455948949
1,backward,1275,0.021107912063598633,21.40876417607069
1,backward,1230,0.022278964519500732,18.232485681772232
1,backward,1185,0.021965861320495605,1.4582667499780655
1,backward,1170,0.022169113159179688,18.138596495613456
1,backward,1140,0.022523701190948486,25.952999997884035
1,backward,1095,0.02197551727294922,18.021391632035375
1,backward,1080,0.021807074546813965,20.69913176819682
1,backward,1035,0.021180152893066406,13.950314896181226
1,backward,1005,0.0227353572845459,5.983270071446896
1,backward,990,0.022397279739379883,12.931653404608369
1,backward,960,0.021908998489379883,1.2888179440051317
1,backward,945,0.021711528301239014,0.8073922507464886
1,backward,915,0.02194678783416748,13.36435074172914
1,backward,900,0.022389590740203857,10.717568702995777
1,backward,870,0.02217036485671997,3.332027157768607
1,backward,855,0.021757781505584717,7.962686643004417
1,backward,840,0.02186453342437744,1.9735096842050552
1,backward,825,0.02217942476272583,11.642689818516374
1,backward,795,0.02204298973083496,2.309905916452408
1,backward,780,0.02238219976425171,20.1008457634598
1,backward,750,0.021393954753875732,6.857125662267208
1,backward,690,0.022301316261291504,22.87977330200374
1,backward,645,0.02189481258392334,19.1189071405679
1,backward,600,0.022171854972839355,24.18876115977764
1,backward,555,0.022792160511016846,14.404992962256074
1,backward,540,0.022352516651153564,3.850178988650441
1,backward,510,0.022112250328063965,8.457305788993835
1,backward,480,0.02308887243270874,11.817250000312924
1,backward,465,0.022091567516326904,2.6717220321297646
1,backward,420,0.021920859813690186,18.63747848570347
1,backward,285,0.022745907306671143,12.058536073192954
1,backward,270,0.022315382957458496,3.485840577632189
1,backward,240,0.022643208503723145,24.63699379749596
1,backward,210,0.02138996124267578,0.23979781195521355
1,forward,1725,0.024930357933044434,0.20097596943378448
1,forward,1680,0.024509668350219727,23.35478213056922
1,forward,1650,0.02483004331588745,5.372387699782848
1,forward,1635,0.024877607822418213,0.045672107487916946
1,forward,1605,0.02474766969680786,3.0629455372691154
1,forward,1590,0.025374531745910645,18.379251873120666
1,forward,1575,0.02512878179550171,13.353749869391322
1,forward,1545,0.02415633201599121,9.331472648307681
1,forward,1530,0.02375471591949463,7.3297500014305115
1,forward,1500,0.02523428201675415,5.316250000149012
1,forward,1485,0.026190340518951416,13.679364891722798
1,forward,1440,0.0242617130279541,15.397999677807093
1,forward,1410,0.02448815107345581,26.35949999652803
1,forward,1365,0.025747478008270264,8.133973365649581
1,forward,1320,0.025006651878356934,23.89999176003039
1,forward,1275,0.024205327033996582,25.618886148557067
1,forward,1230,0.024272263050079346,22.44725000113249
1,forward,1170,0.02468740940093994,12.561624528840184
1,forward,1155,0.026523828506469727,3.902750000357628
1,forward,1140,0.024639010429382324,23.37804797105491
1,forward,1095,0.025395333766937256,11.851169314235449
1,forward,1080,0.0246279239654541,18.62303808145225
1,forward,1035,0.02455615997314453,16.803821686655283
1,forward,1005,0.02476489543914795,5.905749998986721
1,forward,990,0.024950921535491943,22.642500000074506
1,forward,960,0.024916410446166992,4.822397982701659
1,forward,945,0.02413809299468994,20.575244242325425
1,forward,915,0.02419447898864746,12.901536835357547
1,forward,900,0.024925529956817627,22.838249998167157
1,forward,870,0.02539193630218506,6.8974452670663595
1,forward,855,0.02433675527572632,15.170339345932007
1,forward,840,0.025098562240600586,0.6395885050296783
1,forward,825,0.024309754371643066,20.82756103016436
1,forward,795,0.025073647499084473,6.1034126821905375
1,forward,780,0.025736749172210693,22.146999998018146
1,forward,750,0.025192558765411377,6.449218703433871
1,forward,735,0.02375715970993042,12.44944627955556
1,forward,705,0.023936748504638672,5.999750001356006
1,forward,690,0.02611708641052246,9.27894732542336
1,forward,645,0.023551642894744873,20.97135540097952
1,forward,630,0.024724364280700684,5.193463230505586
1,forward,600,0.024520576000213623,18.246539313346148
1,forward,570,0.02614426612854004,4.341775860637426
1,forward,555,0.024392306804656982,19.952802686020732
1,forward,540,0.024980485439300537,11.247058281674981
1,forward,510,0.02514016628265381,12.367991834878922
1,forward,495,0.025754928588867188,3.7805000003427267
1,forward,480,0.02469879388809204,17.833335742354393
1,forward,465,0.02411288022994995,10.040863033384085
1,forward,420,0.02408808469772339,8.409624913707376
1,forward,375,0.09648454189300537,11.667059857398272
1,forward,360,0.02159634232521057,10.802313584834337
1,forward,345,0.022125065326690674,0.03945410344749689
1,forward,330,0.022951990365982056,9.648604549467564
1,forward,285,0.024882376194000244,11.753276927396655
1,forward,270,0.024464011192321777,5.836038388311863
1,forward,240,0.023893773555755615,22.937483528628945
1,forward,210,0.02399200201034546,6.110999999567866
